x                       ,y                       ,z
-2.8896919978399493e-06 ,-2.604649074170453e-11  ,1.8424638696667994e-05
-2.909766032288541e-06  ,-2.6212734536600123e-11 ,1.8561623738033717e-05
-2.929818025340647e-06  ,-2.632562489081847e-11  ,1.869861089576208e-05
-2.9498497828434056e-06 ,-2.6526373419853412e-11 ,1.883559781756805e-05
-2.9698609248923757e-06 ,-2.664055891391789e-11  ,1.8972582928322712e-05
-2.989850717699527e-06  ,-2.683935836720164e-11  ,1.9109570561365308e-05
-3.0098201812822634e-06 ,-2.6952775284745604e-11 ,1.924655568252831e-05
-3.029768550627532e-06  ,-2.715127353840727e-11  ,1.938354270841769e-05
-3.0496955863434927e-06 ,-2.7261494441822563e-11 ,1.9520529734307068e-05
-3.069603092542561e-06  ,-2.746117936217355e-11  ,1.965751472016164e-05
-3.089488179175426e-06  ,-2.7569467548161448e-11 ,1.9794502459022367e-05
-3.1093540225207716e-06 ,-2.776818203345268e-11  ,1.993148744487694e-05
-3.1291976770181362e-06 ,-2.7876005304231652e-11 ,2.0068474580053897e-05
-3.149020965861893e-06  ,-2.8040814066495918e-11 ,2.020546149839042e-05
-3.168824175281415e-06  ,-2.824878442490893e-11  ,2.034244650332695e-05
-3.1886050987084413e-06 ,-2.8306009812006754e-11 ,2.047943422830989e-05
-3.2083667823173956e-06 ,-2.8550647459082797e-11 ,2.0616419202021397e-05
-3.228106289221433e-06  ,-2.860760227209353e-11  ,2.075340631985112e-05
-3.24782556404557e-06   ,-2.8849089856578295e-11 ,2.0890393200023727e-05
-3.267524214742301e-06  ,-2.89072587854398e-11   ,2.1027378274349195e-05
-3.2872015595653004e-06 ,-2.914689573528371e-11  ,2.1164365865758428e-05
-3.3068585422041386e-06 ,-2.920393522511939e-11  ,2.1301350943553343e-05
-3.3264944739735958e-06 ,-2.944315816114055e-11  ,2.1438337926074635e-05
-3.3461090495623402e-06 ,-2.9497054179360074e-11 ,2.1575324912065375e-05
-3.3657040175716357e-06 ,-2.970673340027439e-11  ,2.1712309877103264e-05
-3.385277062145642e-06  ,-2.985761490271277e-11  ,2.1849297484125008e-05
-3.4048299440286867e-06 ,-2.996041696218042e-11  ,2.1986282548042135e-05
-3.4243617351437106e-06 ,-3.014862474491479e-11  ,2.2123269514950916e-05
-3.443872211711385e-06  ,-3.024848127377814e-11  ,2.2260256485329144e-05
-3.463363179578849e-06  ,-3.043787675552324e-11  ,2.2397241405264223e-05
-3.4828317140023213e-06 ,-3.05358358511754e-11   ,2.253422908340963e-05
-3.502281046771638e-06  ,-3.072414548962168e-11  ,2.2671214012018326e-05
-3.521708192427697e-06  ,-3.0821649278594914e-11 ,2.280820107954107e-05
-3.541115106003856e-06  ,-3.1006823783405607e-11 ,2.294518791287614e-05
-3.560501440555419e-06  ,-3.1105541582350494e-11 ,2.3082172940364076e-05
-3.579866314842861e-06  ,-3.125811040088958e-11  ,2.321916050748718e-05
-3.599211392465995e-06  ,-3.1454671357851975e-11 ,2.335614544823894e-05
-3.6185344581829426e-06 ,-3.1500972137512586e-11 ,2.3493132501883895e-05
-3.6378372883505428e-06 ,-3.1732124834779883e-11 ,2.3630119319606457e-05
-3.657119544697718e-06  ,-3.1779880340587844e-11 ,2.376710432627771e-05
-3.6763804726197558e-06 ,-3.200884276947222e-11  ,2.3904091848298004e-05
-3.695621097338231e-06  ,-3.20555908884081e-11   ,2.404107686190815e-05
-3.714840631288685e-06  ,-3.228441940667747e-11  ,2.4178063776775227e-05
-3.7340388645695777e-06 ,-3.232786722055305e-11  ,2.431505069511175e-05
-3.7532176047627708e-06 ,-3.2557831160018435e-11 ,2.4452035563005126e-05
-3.7723739288592073e-06 ,-3.259951645714946e-11  ,2.4589023192578274e-05
-3.7915110443625943e-06 ,-3.2828319987946884e-11 ,2.4726008063941096e-05
-3.810625991834682e-06  ,-3.286961641754578e-11  ,2.486299508289158e-05
-3.829720601408737e-06  ,-3.306452732785714e-11  ,2.4999981886736355e-05
-3.84879516278358e-06   ,-3.320580490604175e-11  ,2.513696677371169e-05
-3.867847457247886e-06  ,-3.329312288559624e-11  ,2.5273954382468156e-05
-3.886880530976078e-06  ,-3.3471021483269135e-11 ,2.541093923474902e-05
-3.905891223301983e-06  ,-3.355738054211799e-11  ,2.554792683483187e-05
-3.924882698361221e-06  ,-3.373423675987017e-11  ,2.5684911678439115e-05
-3.943852029675288e-06  ,-3.3820262431844944e-11 ,2.5821898674838195e-05
-3.962801141052519e-06  ,-3.3994054481440654e-11 ,2.5958885423171818e-05
-3.981729676874601e-06  ,-3.4081286354802095e-11 ,2.609587036912775e-05
-4.000636896414611e-06  ,-3.4252924531961835e-11 ,2.6232857832167444e-05
-4.019523835302463e-06  ,-3.433919790813412e-11  ,2.6369842776388652e-05
-4.038389577604162e-06  ,-3.447954856757664e-11  ,2.650682965656126e-05
-4.057234560470024e-06  ,-3.466159153864177e-11  ,2.664381642397684e-05
-4.076059099619722e-06  ,-3.469762818480579e-11  ,2.6780801347381367e-05
-4.094862343304029e-06  ,-3.4915258689284444e-11 ,2.6917788791339103e-05
-4.113645299397284e-06  ,-3.4950499706813196e-11 ,2.7054773718213077e-05
-4.1324071994169875e-06 ,-3.5167677869228235e-11 ,2.719176055154815e-05
-4.15114779876713e-06   ,-3.519951140555908e-11  ,2.7328747384883223e-05
-4.169868939724042e-06  ,-3.5418128756360844e-11 ,2.746573216950987e-05
-4.188567664584197e-06  ,-3.544807507681543e-11  ,2.760271971408157e-05
-4.20724721901522e-06   ,-3.566548307632675e-11  ,2.773970450044294e-05
-4.225904619292731e-06  ,-3.569527663968325e-11  ,2.7876691434391976e-05
-4.2445416938152736e-06 ,-3.5878597651116894e-11 ,2.8013678151500576e-05
-4.263158730546945e-06  ,-3.600839666231679e-11  ,2.8150662951739736e-05
-4.281753528123655e-06  ,-3.608409086167566e-11  ,2.8287650475494752e-05
-4.300329148332338e-06  ,-3.62506278623199e-11   ,2.8424635241039442e-05
-4.318882605713892e-06  ,-3.632608502480244e-11  ,2.8561622152437072e-05
-4.337415896935037e-06  ,-3.6489405973694856e-11 ,2.8698608826177585e-05
-4.355928621274652e-06  ,-3.65661244476452e-11   ,2.8835593690601513e-05
-4.374420046679428e-06  ,-3.672731574394998e-11  ,2.897258107037448e-05
-4.392891196636217e-06  ,-3.680304329523115e-11  ,2.9109565938267856e-05
-4.411341320009754e-06  ,-3.696397285835523e-11  ,2.924655270741816e-05
-4.429770149652623e-06  ,-3.703652355962816e-11  ,2.9383539480037912e-05
-4.448179522636986e-06  ,-3.719858309117366e-11  ,2.9520524202214515e-05
-4.466566517688508e-06  ,-3.7269205151365254e-11 ,2.9657511682601445e-05
-4.484934210471914e-06  ,-3.739942122041255e-11  ,2.97944964307989e-05
-4.503280293804979e-06  ,-3.756857412349571e-11  ,2.993148321729644e-05
-4.52160524994083e-06   ,-3.758995500855964e-11  ,3.006846996389534e-05
-4.539910747683451e-06  ,-3.7797997682410527e-11 ,3.0205454668724707e-05
-4.558193877901573e-06  ,-3.781756951685736e-11  ,3.0342442124825508e-05
-4.576457841160009e-06  ,-3.802450585980001e-11  ,3.047942682618543e-05
-4.594699664142721e-06  ,-3.804378356205591e-11  ,3.0616413675133014e-05
-4.612921320965024e-06  ,-3.824762582599114e-11  ,3.075340028121931e-05
-4.631122424783585e-06  ,-3.8268015814855685e-11 ,3.089038507972375e-05
-4.64930227130067e-06   ,-3.846978435684758e-11  ,3.1027372398781394e-05
-4.667461835430875e-06  ,-3.8489135353923196e-11 ,3.116435719555111e-05
-4.685600265424972e-06  ,-3.865978252900443e-11  ,3.130134392827222e-05
-4.703717946391572e-06  ,-3.8774960295696835e-11 ,3.143833054650158e-05
-4.7218152270100955e-06 ,-3.8841051709002466e-11 ,3.157531532245461e-05
-4.739891253796591e-06  ,-3.8991913676743496e-11 ,3.1712302615491406e-05
-4.7579470138087165e-06 ,-3.90571800799585e-11   ,3.1849287391444436e-05
-4.775981761115378e-06  ,-3.9207545395224865e-11 ,3.198627407385857e-05
-4.7939952563247346e-06 ,-3.926974008639621e-11  ,3.21232607562727e-05
-4.811989284467244e-06  ,-3.9421314832362357e-11 ,3.2260245389978404e-05
-4.829960974575553e-06  ,-3.94815345073985e-11   ,3.239723278015971e-05
-4.847913495989453e-06  ,-3.96321620323016e-11   ,3.253421741039597e-05
-4.8658439256998864e-06 ,-3.9691905463063153e-11 ,3.2671204193424064e-05
-4.883754066084545e-06  ,-3.980850081880213e-11  ,3.280819075440755e-05
-4.901644180821396e-06  ,-3.996843218006765e-11  ,3.29451753985216e-05
-4.919512118853331e-06  ,-3.997745596616188e-11  ,3.308216276441678e-05
-4.937360888190856e-06  ,-4.0173802994365537e-11 ,3.3219147373836355e-05
-4.95518754847768e-06   ,-4.018262862768967e-11  ,3.335613412910887e-05
-4.972994072094394e-06  ,-4.037602398430016e-11  ,3.3493120643254826e-05
-4.990780068728218e-06  ,-4.038583696687322e-11  ,3.3630105348084194e-05
-5.00854480979529e-06   ,-4.057734529289591e-11  ,3.3767092569997326e-05
-5.026289303169951e-06  ,-4.0586262008731653e-11 ,3.3904077274826694e-05
-5.044012795982211e-06  ,-4.077717415590837e-11  ,3.404106388438244e-05
-5.061715052309679e-06  ,-4.078302178020864e-11  ,3.4178050493938184e-05
-5.079397753099402e-06  ,-4.094423488761181e-11  ,3.431503508254108e-05
-5.097058644945585e-06  ,-4.1047047879098434e-11 ,3.445202231312783e-05
-5.114699446959192e-06  ,-4.110165400209533e-11  ,3.458900699540579e-05
-5.132319244940953e-06  ,-4.1241566348457424e-11 ,3.472599357720596e-05
-5.149917815111538e-06  ,-4.1293327684831187e-11 ,3.4862980162475576e-05
-5.167496963318086e-06  ,-4.143453612395148e-11  ,3.4999964697302044e-05
-5.185053782164051e-06  ,-4.148423054111526e-11  ,3.5136951993808285e-05
-5.202591446193394e-06  ,-4.1624375503900496e-11 ,3.5273936525165306e-05
-5.22010704800957e-06   ,-4.167361945835502e-11  ,3.541092320584471e-05
-5.237602506216743e-06  ,-4.181077688299573e-11  ,3.554790964539756e-05
-5.255077447849366e-06  ,-4.186120109845291e-11  ,3.568489427389909e-05
-5.272531166874983e-06  ,-4.1996235540890444e-11 ,3.5821881421219115e-05
-5.289964669433211e-06  ,-4.204583037874337e-11  ,3.5958866051455374e-05
-5.3073770361206085e-06 ,-4.2149470736131e-11    ,3.609585261070414e-05
-5.324768724904172e-06  ,-4.229481171665205e-11  ,3.623283906066532e-05
-5.342140049768851e-06  ,-4.22941848858013e-11   ,3.636982365967656e-05
-5.3594901398834605e-06 ,-4.247510500881573e-11  ,3.650681078271045e-05
-5.37682004302098e-06   ,-4.247345771502178e-11  ,3.6643795385191136e-05
-5.394128688857025e-06  ,-4.2653516299649734e-11 ,3.678078249434724e-05
-5.411417144246533e-06  ,-4.2650883191854076e-11 ,3.691776708468486e-05
-5.428684616420876e-06  ,-4.283041492198884e-11  ,3.70547535832183e-05
-5.445930874661831e-06  ,-4.282474933036289e-11  ,3.7191740076547575e-05
-5.441491618407568e-06  ,-5.5924768369685225e-09 ,3.732870745842831e-05
-5.41155570181473e-06   ,-1.1536684289884636e-08 ,3.746569153355306e-05
4.36393410522401e-05    ,-1.262825438359697e-08  ,3.752615469580778e-05
0.0006554904121922056   ,-1.2767828834381541e-08 ,3.6798991983819085e-05
0.0018306534543769543   ,-1.2850594921849088e-08 ,3.623909196510955e-05
0.0035679984609123666   ,-1.2936810738479777e-08 ,3.581560737223044e-05
0.00586637968856725     ,-1.3026003915598264e-08 ,3.550113458067328e-05
0.00872466717586999     ,-1.3117498856999432e-08 ,3.5273850292061315e-05
0.012141746868055484    ,-1.3210488686588675e-08 ,3.51163095112933e-05
0.01611651751077907     ,-1.3304696623036178e-08 ,3.5014554049597746e-05
0.020647889672905165    ,-1.3399628596656018e-08 ,3.495741853279388e-05
0.025675748793401593    ,6.122767394677385e-05   ,4.022064473141462e-05
0.030736388850281793    ,0.00012230906507947745  ,0.00025122592937042165
0.035810719314199185    ,0.00027436874153648563  ,0.0009110850036370827
0.04089436368800298     ,0.0004901161519689544   ,0.0020338464921734745
0.04598395407109067     ,0.0007729357985855705   ,0.003618720966264491
0.05107293280095376     ,0.0011029250944847545   ,0.0056977341978247525
0.05615323374070537     ,0.0014505454325405259   ,0.008317047062139649
0.0612204729910585      ,0.0018224383105747677   ,0.011475732113915005
0.06627019489649846     ,0.0022253512821086853   ,0.01517286886441871
0.07129786991818578     ,0.00266613823874954     ,0.019407535117225636
0.07629889418235732     ,0.0031517598050009076   ,0.02417880512908116
0.08126858883779689     ,0.003689284110246735    ,0.029485746473904492
0.08620219876799562     ,0.004285887195306776    ,0.03532741734049022
0.09109489305479321     ,0.0049488537322299915   ,0.04170286418185912
0.09594176285005092     ,0.005685577438342209    ,0.048611118137458637
0.10073782212848513     ,0.0065035617689203785   ,0.05605119275997085
0.10547800582952523     ,0.007410420297451626    ,0.06402208050707882
0.1101571697838706      ,0.008413877412236294    ,0.07252274957721301
0.11477008997998889     ,0.009521768632819819    ,0.08155214120045447
0.11931146165986874     ,0.010742041304871497    ,0.09110916556855433
0.12377589887803755     ,0.012082754874448143    ,0.10119269920007626
0.1281579339017791      ,0.013552081542480622    ,0.11180158093597632
0.13245201592202402     ,0.015158306521493034    ,0.12293460837995741
0.13665251157686692     ,0.01690982862429427     ,0.13459053466323595
0.1407214181973586      ,0.0187174095824255      ,0.1466854370623348
0.1445035514907964      ,0.02013294898927276     ,0.15883556076494096
0.1480052234297275      ,0.021191205607242542    ,0.17107706888664503
0.15123219608918942     ,0.0219239860500569      ,0.18345187943530003
0.15418940598547343     ,0.022359663392940606    ,0.19600602306678142
0.1568806984300012      ,0.022522741687770225    ,0.20878816065588757
0.1593085923848464      ,0.02243347725252394     ,0.22184831871959776
0.1614740794564258      ,0.022107562956978882    ,0.23523683063355996
0.16341951932560828     ,0.021446104128504156    ,0.2490130529846767
0.1651324666335427      ,0.020537466555499255    ,0.26298917148876927
0.16649314446441457     ,0.01974870811754999     ,0.27691947761833074
0.1674767280028539      ,0.019081597370552983    ,0.29080327443149406
0.1682734565972791      ,0.019053841140669645    ,0.3046829436422517
0.1688773888235233      ,0.019582621409394187    ,0.3185952246053392
0.1692920782276966      ,0.02058469746786919     ,0.3325885331795786
0.16952878100976765     ,0.021980075048616304    ,0.34671822123420737
0.16960497006701483     ,0.023695447242373463    ,0.3610425365543693
0.16949096362205152     ,0.025490247988419486    ,0.3754587276552715
0.16918853592337926     ,0.027252207477292362    ,0.38994646013356876
0.16870171265913161     ,0.028891638511380886    ,0.40448157963525116
0.16803514605831862     ,0.030341731022214033    ,0.41903469799610404
0.16718727102947584     ,0.031576928029083226    ,0.4335713917302565
0.16616121474005185     ,0.03258221629581976     ,0.44805596499705724
0.1649646656087713      ,0.033352566384941176    ,0.4624521690273706
0.16360966331182072     ,0.033892051468829086    ,0.47672363082875213
0.16211233028082597     ,0.034212717658125676    ,0.4908340288754115
0.16046868252240185     ,0.03427181735625353     ,0.5047390936299516
0.15863680383381046     ,0.033931494580680836    ,0.5183834190854198
0.15664702676599326     ,0.03325517049824014     ,0.5317420092077335
0.15453225382425043     ,0.03231219175256798     ,0.5447905251199509
0.15232700176962335     ,0.03117319551811646     ,0.5575044512425853
0.15004012653006304     ,0.029974127488516373    ,0.5698520739688823
0.14766502758278321     ,0.028871528343148396    ,0.5817993548662345
0.14522293840552383     ,0.027918431773365365    ,0.5933236059596191
0.1427343787861017      ,0.027148831423309597    ,0.6044054333833732
0.14021890100127976     ,0.026578824324868973    ,0.6150290590774786
0.13769487805976796     ,0.02620870743839823     ,0.6251823963212069
0.13517934174009372     ,0.026025722338481612    ,0.6348569443910614
0.1326878626226602      ,0.02600715624490198     ,0.6440475744368783
0.13023447419587345     ,0.026123539123085442    ,0.6527522787189606
0.1278316342899991      ,0.026341715534586047    ,0.6609719320280656
0.1254902207904092      ,0.026627618526315223    ,0.6687100874441416
0.12321955563854639     ,0.026948620502275374    ,0.675972809129656
0.1210274550127264      ,0.027275386122370186    ,0.6827685284876255
0.11892029551053944     ,0.0275831953271315      ,0.6891079012726793
0.1169030972287162      ,0.027852744784933898    ,0.6950036505414744
0.11497961262355895     ,0.028070466048228267    ,0.7004703795292291
0.11315242161340396     ,0.02822842372159247     ,0.7055243527617702
0.11142302634821813     ,0.028323870971172806    ,0.7101832488679016
0.10979194355768135     ,0.02835854950138301     ,0.7144658922507985
0.10825879295504014     ,0.028337820793161758    ,0.7183919784637324
0.10682238011683852     ,0.028269712976487563    ,0.7219818016661119
0.1054807726678323      ,0.028163957298536334    ,0.7252559956809485
0.10423137258854485     ,0.028031077920077918    ,0.7282352952208484
0.1030709802754548      ,0.02788158340300624     ,0.7309403185268154
0.10199585695752633     ,0.027725295044820533    ,0.7333913754920331
0.10100178033202109     ,0.02757083141177903     ,0.735608296979058
0.10008409904909213     ,0.027425256547297053    ,0.7376102855940688
0.09923778421429101     ,0.027293886288173124    ,0.7394157857454203
