time,imu_x,imu_y,imu_z,gyro_x,gyro_y,gyro_z,gps_x,gps_y,gps_z,motor_fl,motor_fr,motor_rl,motor_rr
1.01600,0.00000,-0.06974,-3.14159,-0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,646.98447,646.98458,651.16899,651.16910
1.02400,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.55425,75.55437,79.73877,79.73889
1.03200,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.55608,75.55620,79.74060,79.74071
1.04000,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.55791,75.55802,79.74243,79.74254
1.04800,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.55974,75.55985,79.74426,79.74437
1.05600,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.56157,75.56168,79.74608,79.74620
1.06400,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.56340,75.56351,79.74791,79.74803
1.07200,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.56522,75.56534,79.74974,79.74985
1.08000,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.56705,75.56717,79.75156,79.75168
1.08800,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.56888,75.56900,79.75339,79.75351
1.09600,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.57071,75.57083,79.75522,79.75534
1.10400,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.57254,75.57266,79.75705,79.75716
1.11200,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.57437,75.57448,79.75887,79.75899
1.12000,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.57619,75.57631,79.76070,79.76082
1.12800,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.57802,75.57814,79.76252,79.76264
1.13600,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.57985,75.57997,79.76435,79.76447
1.14400,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.58168,75.58180,79.76618,79.76630
1.15200,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.58351,75.58363,79.76800,79.76812
1.16000,0.00000,-0.06974,-3.14159,0.00000,0.00000,-0.00000,0.00531,-0.00000,0.08571,75.58534,75.58546,79.76983,79.76995
1.16800,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.58717,75.58729,79.77166,79.77178
1.17600,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.58900,75.58912,79.77348,79.77360
1.18400,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.59083,75.59095,79.77531,79.77543
1.19200,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.59266,75.59278,79.77713,79.77726
1.20000,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.59448,75.59461,79.77896,79.77908
1.20800,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.59631,75.59644,79.78078,79.78091
1.21600,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.59814,75.59827,79.78261,79.78273
1.22400,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.59997,75.60010,79.78443,79.78456
1.23200,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.60180,75.60193,79.78626,79.78639
1.24000,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.60363,75.60376,79.78808,79.78821
1.24800,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.60546,75.60559,79.78991,79.79004
1.25600,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.60729,75.60742,79.79173,79.79186
1.26400,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.60912,75.60925,79.79356,79.79369
1.27200,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.61095,75.61108,79.79538,79.79551
1.28000,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.61278,75.61291,79.79721,79.79734
1.28800,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.61461,75.61474,79.79903,79.79916
1.29600,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.61644,75.61657,79.80086,79.80099
1.30400,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.61827,75.61840,79.80268,79.80281
1.31200,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.62010,75.62024,79.80451,79.80464
1.32000,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.62193,75.62207,79.80633,79.80646
1.32800,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.62376,75.62390,79.80815,79.80829
1.33600,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.62559,75.62573,79.80998,79.81011
1.34400,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.62742,75.62756,79.81180,79.81194
1.35200,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.62926,75.62939,79.81362,79.81376
1.36000,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.63109,75.63122,79.81545,79.81558
1.36800,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.63292,75.63305,79.81727,79.81741
1.37600,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.63475,75.63489,79.81910,79.81923
1.38400,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.63658,75.63672,79.82092,79.82106
1.39200,0.00000,-0.06974,-3.14159,0.00000,0.00001,-0.00000,0.00531,-0.00000,0.08571,75.63841,75.63855,79.82274,79.82288
1.40000,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.64024,75.64038,79.82456,79.82470
1.40800,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.64207,75.64221,79.82639,79.82653
1.41600,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.64390,75.64404,79.82821,79.82835
1.42400,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.64574,75.64588,79.83003,79.83017
1.43200,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.64757,75.64771,79.83186,79.83200
1.44000,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.64940,75.64954,79.83368,79.83382
1.44800,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.65123,75.65137,79.83550,79.83564
1.45600,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.65306,75.65320,79.83732,79.83747
1.46400,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.65489,75.65504,79.83915,79.83929
1.47200,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.65672,75.65687,79.84097,79.84111
1.48000,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.65856,75.65870,79.84279,79.84294
1.48800,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.66039,75.66053,79.84461,79.84476
1.49600,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.66222,75.66237,79.84644,79.84658
1.50400,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.66405,75.66420,79.84826,79.84840
1.51200,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.66588,75.66603,79.85008,79.85023
1.52000,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.66772,75.66786,79.85190,79.85205
1.52800,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.66955,75.66970,79.85372,79.85387
1.53600,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.67138,75.67153,79.85554,79.85569
1.54400,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.67321,75.67336,79.85737,79.85751
1.55200,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.67505,75.67520,79.85919,79.85934
1.56000,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.67688,75.67703,79.86101,79.86116
1.56800,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.67871,75.67886,79.86283,79.86298
1.57600,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.68054,75.68070,79.86465,79.86480
1.58400,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.68238,75.68253,79.86647,79.86662
1.59200,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.68421,75.68436,79.86829,79.86844
1.60000,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.68604,75.68620,79.87011,79.87027
1.60800,0.00000,-0.06974,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.68788,75.68803,79.87193,79.87209
1.61600,0.00000,-0.06973,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.68971,75.68986,79.87375,79.87391
1.62400,0.00000,-0.06973,-3.14159,0.00000,0.00002,-0.00000,0.00531,-0.00000,0.08571,75.69154,75.69170,79.87557,79.87573
1.63200,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.69338,75.69353,79.87739,79.87755
1.64000,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.69521,75.69537,79.87921,79.87937
1.64800,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.69704,75.69720,79.88103,79.88119
1.65600,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.69888,75.69903,79.88285,79.88301
1.66400,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.70071,75.70087,79.88467,79.88483
1.67200,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.70254,75.70270,79.88649,79.88665
1.68000,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.70438,75.70454,79.88831,79.88847
1.68800,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.70621,75.70637,79.89013,79.89029
1.69600,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.70804,75.70820,79.89195,79.89211
1.70400,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.70988,75.71004,79.89377,79.89393
1.71200,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.71171,75.71187,79.89559,79.89575
1.72000,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.71355,75.71371,79.89741,79.89757
1.72800,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.71538,75.71554,79.89923,79.89939
1.73600,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.71721,75.71738,79.90105,79.90121
1.74400,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.71905,75.71921,79.90287,79.90303
1.75200,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.72088,75.72105,79.90469,79.90485
1.76000,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.72272,75.72288,79.90651,79.90667
1.76800,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.72455,75.72472,79.90833,79.90849
1.77600,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.72639,75.72655,79.91014,79.91031
1.78400,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.72822,75.72839,79.91196,79.91213
1.79200,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.73006,75.73022,79.91378,79.91395
1.80000,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.73189,75.73206,79.91560,79.91577
1.80800,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.73373,75.73389,79.91742,79.91759
1.81600,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.73556,75.73573,79.91924,79.91941
1.82400,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.73740,75.73756,79.92105,79.92122
1.83200,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.73923,75.73940,79.92287,79.92304
1.84000,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.74107,75.74124,79.92469,79.92486
1.84800,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.74290,75.74307,79.92651,79.92668
1.85600,0.00000,-0.06973,-3.14159,0.00000,0.00003,-0.00000,0.00531,-0.00000,0.08571,75.74474,75.74491,79.92833,79.92850
1.86400,0.00000,-0.06973,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08571,75.74657,75.74674,79.93014,79.93032
1.87200,0.00000,-0.06973,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08571,75.74841,75.74858,79.93196,79.93213
1.88000,0.00000,-0.06973,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08571,75.75024,75.75042,79.93378,79.93395
1.88800,0.00000,-0.06973,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08571,75.75208,75.75225,79.93560,79.93577
1.89600,0.00000,-0.06973,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08571,75.75391,75.75409,79.93741,79.93759
1.90400,0.00000,-0.06973,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.75575,75.75592,79.93923,79.93941
1.91200,0.00000,-0.06973,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.75758,75.75776,79.94105,79.94122
1.92000,0.00000,-0.06973,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.75942,75.75960,79.94286,79.94304
1.92800,0.00000,-0.06973,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.76126,75.76143,79.94468,79.94486
1.93600,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.76309,75.76327,79.94650,79.94668
1.94400,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.76493,75.76511,79.94831,79.94849
1.95200,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.76676,75.76694,79.95013,79.95031
1.96000,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.76860,75.76878,79.95195,79.95213
1.96800,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.77044,75.77062,79.95376,79.95394
1.97600,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.77227,75.77245,79.95558,79.95576
1.98400,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.77411,75.77429,79.95740,79.95758
1.99200,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.77595,75.77613,79.95921,79.95940
2.00000,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.77778,75.77797,79.96103,79.96121
2.00800,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.77962,75.77980,79.96284,79.96303
2.01600,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.78146,75.78164,79.96466,79.96484
2.02400,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.78329,75.78348,79.96648,79.96666
2.03200,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.78513,75.78532,79.96829,79.96848
2.04000,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.78697,75.78715,79.97011,79.97029
2.04800,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.78880,75.78899,79.97192,79.97211
2.05600,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.79064,75.79083,79.97374,79.97393
2.06400,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.79248,75.79267,79.97555,79.97574
2.07200,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.79432,75.79450,79.97737,79.97756
2.08000,0.00000,-0.06972,-3.14159,0.00000,0.00004,-0.00000,0.00531,-0.00000,0.08572,75.79615,75.79634,79.97918,79.97937
2.08800,0.00000,-0.06972,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.79799,75.79818,79.98100,79.98119
2.09600,0.00000,-0.06972,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.79983,75.80002,79.98281,79.98300
2.10400,0.00000,-0.06972,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.80167,75.80186,79.98463,79.98482
2.11200,0.00000,-0.06972,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.80350,75.80369,79.98644,79.98663
2.12000,0.00000,-0.06972,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.80534,75.80553,79.98826,79.98845
2.12800,0.00000,-0.06972,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.80718,75.80737,79.99007,79.99026
2.13600,0.00000,-0.06972,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.80902,75.80921,79.99189,79.99208
2.14400,0.00000,-0.06972,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.81085,75.81105,79.99370,79.99389
2.15200,0.00000,-0.06972,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.81269,75.81289,79.99552,79.99571
2.16000,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.81453,75.81472,79.99733,79.99752
2.16800,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.81637,75.81656,79.99914,79.99934
2.17600,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.81821,75.81840,80.00096,80.00115
2.18400,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.82004,75.82024,80.00277,80.00297
2.19200,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.82188,75.82208,80.00458,80.00478
2.20000,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.82372,75.82392,80.00640,80.00660
2.20800,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.82556,75.82576,80.00821,80.00841
2.21600,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.82740,75.82760,80.01003,80.01022
2.22400,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.82924,75.82944,80.01184,80.01204
2.23200,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.83108,75.83128,80.01365,80.01385
2.24000,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.83291,75.83311,80.01546,80.01567
2.24800,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.83475,75.83495,80.01728,80.01748
2.25600,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.83659,75.83679,80.01909,80.01929
2.26400,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.83843,75.83863,80.02090,80.02111
2.27200,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.84027,75.84047,80.02272,80.02292
2.28000,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.84211,75.84231,80.02453,80.02473
2.28800,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.84395,75.84415,80.02634,80.02655
2.29600,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.84579,75.84599,80.02815,80.02836
2.30400,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.84763,75.84783,80.02997,80.03017
2.31200,0.00000,-0.06971,-3.14159,0.00000,0.00005,-0.00000,0.00531,-0.00000,0.08572,75.84947,75.84967,80.03178,80.03198
2.32000,0.00000,-0.06971,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.85131,75.85151,80.03359,80.03380
2.32800,0.00000,-0.06971,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.85315,75.85335,80.03540,80.03561
2.33600,0.00000,-0.06971,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.85498,75.85519,80.03722,80.03742
2.34400,0.00000,-0.06971,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.85682,75.85703,80.03903,80.03923
2.35200,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.85866,75.85887,80.04084,80.04105
2.36000,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.86050,75.86071,80.04265,80.04286
2.36800,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.86234,75.86255,80.04446,80.04467
2.37600,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.86418,75.86439,80.04627,80.04648
2.38400,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.86602,75.86623,80.04809,80.04830
2.39200,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.86786,75.86808,80.04990,80.05011
2.40000,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.86970,75.86992,80.05171,80.05192
2.40800,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.87154,75.87176,80.05352,80.05373
2.41600,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.87339,75.87360,80.05533,80.05554
2.42400,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08572,75.87523,75.87544,80.05714,80.05735
2.43200,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.87707,75.87728,80.05895,80.05917
2.44000,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.87891,75.87912,80.06076,80.06098
2.44800,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.88075,75.88096,80.06257,80.06279
2.45600,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.88259,75.88280,80.06438,80.06460
2.46400,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.88443,75.88465,80.06619,80.06641
2.47200,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.88627,75.88649,80.06800,80.06822
2.48000,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.88811,75.88833,80.06982,80.07003
2.48800,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.88995,75.89017,80.07163,80.07184
2.49600,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.89179,75.89201,80.07344,80.07365
2.50400,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.89363,75.89385,80.07525,80.07546
2.51200,0.00000,-0.06970,-3.14159,0.00000,0.00006,-0.00000,0.00531,-0.00000,0.08573,75.89548,75.89570,80.07706,80.07728
