167.50627839999999,-167.50627839999999,167.50627839999999,-167.50627839999999
167.51877749705656,-167.51877816703902,167.51882261857835,-167.5188232885608
167.5374123537458,-167.53741589203892,167.53764648062074,-167.53765001891387
167.5620893625805,-167.5620998716498,167.56277213533625,-167.56278264440553
167.59270629244133,-167.59273015266933,167.5942300116768,-167.5942538719048
167.6291523362787,-167.6291985776645,167.63205877256604,-167.63210501395184
162.31478955134043,-162.31551684042245,172.94852872361298,-172.949256012695
161.32052550892067,-161.3199005376088,173.96039566546912,-173.95977069415724
160.33774233906664,-160.33541494328446,174.97454183946687,-174.9722144436847
167.86562411543105,-167.8651446987398,167.44467222386197,-167.44419280717074
166.24172728725023,-166.24121575440785,169.04811046950852,-169.04759893666613
166.43168625387358,-166.43128710598802,168.85024272255953,-168.84984357467397
166.62559309073197,-166.62534633737607,168.66100133351375,-168.66075458015786
165.43448341706005,-165.43404302616756,169.84912688859265,-169.84868649770016
165.03066697565706,-165.03056914778912,170.25702807581675,-170.25693024794882
164.35525129815693,-164.3552138054681,170.94130281019414,-170.94126531750533
165.89722318308108,-165.89723050713766,169.394580122152,-169.3945874462086
165.56266611767526,-165.5626807276664,169.72785807183115,-169.72787268182228
165.55495951681146,-165.55499707215435,169.7345918266083,-169.73462938195118
165.55395109569827,-165.55400364742457,169.73482806379104,-169.73488061551734
165.55325484494568,-165.55331937511647,169.734907495634,-169.73497202580478
165.55269616099613,-165.55277016299888,169.73497348599423,-169.73504748799698
165.55224561892283,-165.5523272018582,169.73503035372022,-169.73511193665558
165.55188217985102,-165.55196983122943,169.7350792102922,-169.73516686167062
165.55158869375128,-165.55168120324032,169.73512129447005,-169.73521380395908
165.55135124335968,-165.55144764223868,169.73515781632764,-169.73525421520665
165.55115859706362,-165.55125810988196,169.73518985773765,-169.735289370556
165.5510017226423,-165.55110372861503,169.7352183430516,-169.73532034902433
165.55087337292778,-165.5509773750575,169.7352440421703,-169.73534804430003
165.55076774134773,-165.55087334172384,169.73526758675985,-169.73537318713596
165.55068017978348,-165.55078705982433,169.73528949033968,-169.73539637038053
165.5506069697086,-165.55071487433713,169.73531016790827,-169.7354180725368
165.5505451373622,-165.55065386235006,169.73532995364135,-169.7354386786292
165.55049230518117,-165.55060168700723,169.73534911598503,-169.7354584978111
165.55044657258463,-165.5505564803218,169.73536787023318,-169.73547777797035
165.5504064204204,-165.55051674924246,169.7353863888919,-169.73549671771397
165.55037063453722,-165.550481300507,169.73540481006268,-169.73551547603245
165.55033824453065,-165.55044918044788,169.7354232442964,-169.73553418021365
